,importance,scaled_importance
"Pal ek ar , J . 1 . This is an appeal by special leave from an Order of the High Court of Bombay dated 24 th April , 1969 in Appeal No . 2 of 1967 , substantially confirming the order passed by a single Judge of that Court in Writ Petition No . 474 of 1965 . The appell ants before this Court are the Bombay Municipal Corporation and the Municipal Corporation of Bombay and the respondents are the owners of 41 final plots Nos . 106 to 116 and 118 to 147 under the Bombay Town Planning Scheme , Sant ac ru z VI . 2 . The area under the Town Planning Scheme , with which we are now concerned , originally fell within the municipal limits of the Band ra Municipal Committee . That Committee , by a resolution dated 15 th June , 1948 , declared its intention to frame a Town Planning Scheme under Section 9 ( 1 ) of the Town Planning Act , 1915 . There after , the Municipal Committee was abolished and the area of that municipality was absorbed within the limits of the Bombay Municipal Corporation . The Corporation , which , for the purpose of the Act , now became the local authority , applied to the Government , and on 7 th May , 1951 , the Government of Bombay sanctioned the making of the Scheme . On 30 th April , 1953 , a draft scheme was prepared and published as required by the Act and it was duly sanctioned by the Government on 6 th May , 1954 . On 17 th August , 1954 , an Arbit rator was appointed to final ize the scheme and the Arbit rator formulated the final scheme and published the same in the Official Gazette , forwarding , at the same time , the Scheme to the President of the Tribunal appointed under Section 22 of the Act . In the meantime , the Town Planning act , 1915 was replaced by the Town Planning Act , 1954 which came into force on 1 st April , 1957 . Under Section 90 of the new Act , the final Scheme already formulated was adopted for continu ance and implementation . Finally , on 21 st August , 1958 , the final Scheme was sanctioned by the Government which directed that the Scheme should come into force from 1 st January , 1959 . 3 . The Scheme as already stated , was known as the Bombay Town Planning Scheme , Sant ac ru z No . VI and covered an area of about 169 acres divided into two parts by the G hod b under Road which ran from south to north . We are not concerned here with the western part . We are concerned with the eastern part , the total area of which was about 54 acres . A part of this area belonged to the N . J . W adia Trust . In a Trust Petition made to the High Court , a Receiver was appointed on 8 th February , 1948 of this trust property . It appears that un author ised h uts , sheds and st ables had been built in this area and the whole of it was full of sl ums , the removal of which was one of the objects of introducing the Town Planning Scheme . As the Arbit rator has stated in his Final Scheme ."" The Final Scheme as now drawn up provides for the construction of new roads with necessary storm - water drains on the sides of the roads , certain public sites within the area such as School , Play ground , Market , M aternity Home etc . The construction of new roads , the provision of public sites and the removal of sl ums will provide for the development of this part of the Sub urb on proper lines "". In pursu ance of the Scheme , the part of land , which belonged to N . J . W adia Trust and which was now in the possession of the Receiver , became a part of the Scheme and , under the Scheme , a number of final plots were allotted to the Receiver . On 31 st July , 1962 , the Receiver transferred a total area of 69 , 625 sq . yards comprised in 41 final plots being Nos . 106 to 116 and 118 to 147 to respondents 1 to 3 and one Gard i . Gard i sold his plots in due course to respondents 4 and 5 . So , between the five respondents , they became the owners of the above 41 final plots . 4 . As already noted , the Scheme came into force on 1 st January , 1959 and , though , under the Scheme , a period of 2 to 3 years had been allowed for the purpose of implementing the Scheme , no action was taken by the Corporation , perhaps due to the resistance offered by the sl um - d well ers . The respondents , from whom the better ment charges , etc . were being recovered by the Corporation called upon the Corporation to implement the Scheme by removing sl ums , sheds and temporary structures and also to provide roads and drains as directed in the Scheme . The Corporation , however , remained inactive and , hence , respondents 1 to 3 filed Writ Petition No . 4 74 of 1965 on the Original Side of the High Court on 13 th October , 1965 . By this petition , respondents 1 - 3 prayed to the Court .( 1 ) to issue a writ of mand amus or a writ in the nature of mand amus against the appell ants directing them to construct the roads and drains as indicated in the Town Planning Scheme and to complete the same for use within such time as may be fixed by the Court , and ( 2 ) to issue a writ of mand amus or any other appropriate writ directing the appell ants to remove all the h uts , sheds , st ables and temporary structures from the 41 plots referred to above . The learned Judge held that , under the Town Planning Act and the Scheme , it was the primary responsibility of the Corporation , which was the local authority , to implement the Scheme and accordingly , the writ s as prayed were substantially granted . In appeal , the App ell ate Bench of the High Court confirmed the order of the learned Judges with only minor variations . Hence , the present appeal . 5 . The controversy between the parties has been narrowed down in this Court . The learned Attorney - General who appeared on behalf of the appell ants , did not dispute that , so far as the roads and drains are concerned , it was the primary obligation of the Municipal Corporation to provide the same in accordance with the Scheme . He also agreed that , if there were any un author ised structures , h uts , sheds and the like on any part of the plots which vested in the Corporation for a public purpose , the same were liable to be removed by the Corporation . His chief contention , however , is that the Corporation owed no duty to remove the un author ised structures situated in the private plots of the owners who , in his submission , were solely responsible to remove them . In any event , he further submitted , since the petition ers and their predecessors had authorised these structures and collected rent from the owners or occupants of these structures , a writ of mand amus at their instance should not in the discretion of the Court , be granted . 6 . The point of substance in this appeal is whether the Municipal Corporation , as the local authority under the Act , owed a duty to remove the un author ised structures , even though those structures were on private final plots of the respondents . That the respondents could , by having recourse of law , eject the sl um - d well ers and remove the h uts and structures would not be a relevant consideration if , under the Act and the Scheme , the duty was imposed on the local authority . The Scheme had been framed with a view to clear the area of sl ums . In fact , Note 11 attached to the Red ist ribution Statement under the Scheme directs that "" all h uts , sheds , st ables and such other temporary structures including those which do not conform to the regulations of the Scheme , shall be removed within one year from the date the Final Scheme comes into force . Persons thus dish oused will be given a preference in the allot ment of land or accommodation in Final Plot No . 16 "". We will have occasion to consider this Note No . 11 at a later stage ; but what is to be noted now is that the sl ums were to be cleared and the dish oused persons were to be accommod ated in final plot No . 16 which was specifically allotted to the Corporation . 7 . Before turning to the provisions of the Act and the Scheme for the determination of the issue before us , it may be necessary to note here that the writ issued by the learned single Judge with regard to these h uts , sheds , and structures was clarified in appeal by limiting the writ as follows :"" that the respondents 1 and 2 ( the present appell ants ) do remove within one year from today all un author ised h uts , sheds , st ables and other temporary structures standing and lying on the petition ers ( the present respondents ) said forty - one final plots "". We asked Mr . Gu pt e , learned counsel for the respondents , as to what exactly was meant by the term "" una uthor ised "" whether it meant not authorised by the owners of the plots or not authorised by the Municipal Corporation or something else . He informed us that the relief that he really wanted was in terms of Section 55 of the Act which gives the power to the local authority to remove , pull down or alter any building or other work which contra ven es the Town Planning Scheme . If any of the structures or h uts and sheds , etc . which were situated in these 41 plots did not contra ven e the Town Planning Scheme , he did not and could not ask for a writ of mand amus for the removal of the same . In view of this submission , the controversy is further narrowed down and the only question , with which we are now concerned , is whether the Corporation is bound under the law to remove such of the structures , sheds and h uts situated in the respondents plots in so far as they contra ven e the Town Planning Scheme . In our opinion , the Corporation is so bound .",-0.006510795169263985,-57.27431710599808
"___8 . It is not necessary to go through the several provisions of the Town Planning Act . There can be no doubt that the Corporation , as the local authority , is wholly responsible for the preparation and implementation of every development plan . The pre am ble shows that the Town Planning Act , 1954 , which was intended to be a consolid ating and am ending Act relating to town planning , was enacted with a view to ensure that Town Planning Sc hem es are made in a proper manner and their execution is made effective . It was , therefore , necessary to provide that the local authority shall prepare a development plan for the entire area within its jurisdiction . By Section 3 of the Act , the local authority is required to carry out a survey of the area within its jurisdiction within a certain time and publish a development plan . In due course , such a development plan is sanctioned by the Government , but , in the meantime , by Section 12 of the Act , stringent restrictions are placed on the property owners in the matter of development of or construction on their private properties as soon as the local authority declares its intention to prepare a development plan . After the development plan is finally sanctioned by the Government , the next step is for the local authority to make one or more Town Planning Sc hem es as provided in Section 18 . The rest of the Act is mostly concerned with the preparation of the Town Planning Sc hem es and S . 29 ( 1 ) ( a ) provides that , after the local authority has declared its intention to make a scheme under S . 22 , no person shall , within the area included in the scheme , erect or proceed with any building or work or remove , pull down , alter , make additions to , or make any substantial repair to any building , part of a building a compound wall or any drainage work or remove any earth , stone or material , or sub - div ide any land , or change the user of any land or building unless such person has applied for and obtained the necessary permission of the local authority . These restrictions , though very stringent , are obviously in the interest of the preparation of the Town Planning Scheme , because , if structures come up when the scheme is being prepared , the whole object of town planning will be frustrated . The Arbit rator appointed under the Scheme has to lay out the roads , the drains and make provision for public places such as gardens , hospitals and the like and , if private owners start erect ing structures of more or less permanent nature the cost of the Scheme might become prohib itive and the Scheme itself will fl ound er . Such is the importance of the Final Scheme as sanctioned by the Government that , under S . 51 ( 3 ), the Town Planning Scheme has the same effect as if it were enacted in the Act . The Scheme naturally deals with the disposition of the land in the whole area . Tit les are displaced and regulations are made with directions as to how the whole of the Scheme is to be implemented . These regulations and directions have effect as if they were enacted in the",-0.011367739500436819,-99.99999999999999
"Act . 9 . Against this background , we have to determine the question in issue before us . The important provisions , bearing upon the controversy , are Sections 53 , 54 and 55 of the Act . Section 53 provides :"" On the day on which the final scheme comes into force ,- ( a ) all lands required by the local authority shall , unless it is otherwise determined in such scheme , vest absolutely in the local authority free from all enc um br ances ; ( b ) all rights in the original plots which have been re - const it uted shall determine and the re - const it uted plots shall become subject to the rights settled by the Town Planning Officer ."" It",0.0007230144111618986,6.360230291467498
"___will be seen that all lands in the area which is subject to the Scheme to whom soever they might have originally belonged , would absolutely vest in the local authority if , under the Scheme , the same are allotted to the local authority . As a necessary cor oll ary to this , all rights in the original plots of the private owners would determine and if , in the Scheme , re - const it uted or final plots are allotted to them , the same shall become subject to the rights settled by the Town Planning Officer in the Final Scheme . The original plots of one owner might completely disappear , being allotted to the local authority for a public purpose . Such a private owner may be paid compensation or a recon st it uted plot in some other place may be allotted to him . This recon st it uted plot may be also made subject to certain other rights in favour of others as determined by the Town Planning Officer . In other cases , the original plot of the owner may be substantially cut down and he may be compensated elsewhere by being allotted a smaller or a bigger piece of land in a recon st it uted plot . The learned Attorney - General pointed out that , so far as the present case is concerned , the final plots coincide with the original plots of the private owners . That may be so ; but that consideration is irrelevant for a proper construction of the statute . It is inherent in every town planning scheme that titles are liable to be displaced and an owner may get a recon st it uted plot which belonged , prior to the Final Scheme , to some other owner . In such a case , if the original plot belonging to A was not enc umbered by any un author ised h uts and A is allotted in the Scheme a recon st it uted plot of another , enc umbered or littered over with un author ised sheds and h uts , would it be just to say that A , who is to be put into possession under the Scheme , of the recon st it uted plot , should take legal action for the eject ment of the hut ment - d well ers ? For ought we know he may be non - su ited on the ground of limitation or adverse possession . In any case , the Scheme will , on the one hand , put an innocent owner to unders erved trouble and , on the other , not achieve the object of removing the hut ment - d well ers as speed ily as possible , thus frustrating the very object of town planning . It is not as if such a situation was not visual ised by the Legislature , because the very next section , viz ., Section 54 gives ample powers to the local authority to do the",0.0002332535460944775,2.0518903172043523
"need ful . That section says :"" On and after the day on which the final scheme comes into force any person continuing to occupy any land which he is not entitled to occupy under the final scheme may , in accordance with the prescribed procedure , be summ arily ev icted by the local authority "". All that the local authority has to see for the purpose of Section 54 is whether any person is occupying any land in disregard of the rights determined under the final scheme and , if he does so , he is to be summ arily ev icted by the local authority . Section 55 is more explicit on the question . Sub - section ( 1 ) is as follows :"" ( 1 ) On and after the day on which the final scheme comes into force the local authority may after giving the prescribed notice and in accordance with the provisions of the scheme -( a ) remove , pull down , or alter any building or other work in the area included in the scheme which is such as to contra ven e the scheme or in the erection or carrying out of which any provision of the scheme has not been complied with :( b ) executed any work which it is the duty of any person to execute under the scheme in any case where it appears to the local authority that delay in the execution of the work would prejudice the efficient operation of the scheme "". Sub - cl ause ( a ) of the sub - section gives the local authority power to remove , pull down or alter any building or other work in the whole of the area included in the scheme if such building or work contra ven es the scheme , or if , in the erection or carrying out of the building or work , the provision of the scheme has not been complied with . In short , every building or work , which is in contra vention of the Town Planning Scheme , wherever it may be in the whole of the area under the Scheme , could be removed , pulled down or altered by the local authority which alone is named as the authority for that purpose . For example , the Scheme in this case , by its Note 11 , requires that all h uts , sheds , st ables and such other temporary structures , which do not conform with the Scheme are liable to be removed within one year of the Scheme which is regarded under S . 51 ( 3 ) as part of the Act . If the owner or occupant of the temporary structure does not remove the structure within one year , the local authority is empowered to do that . Sub - cl ause ( b ) takes care of any work which , under the Scheme , any private person is liable to execute in a certain time . If there is delay in the execution of the work , the local authority is given the power to execute the work . The question then would arise ; at whose cost this work is to be executed ? For that , provision is made in sub - section ( 2 ) which is as follows :- ""( 2 ) Any expenses incurred by the local authority under this section may be recovered from the persons in default or from the owner of the plot in the manner provided for the recovery of sums due to the local authority under the provisions of this Act "". The expenses incurred by the local authority in this connection are recover able from the person in default , viz ., the person indicated in the Scheme and who has default ed in executing the work . To make sure that the expenses are recovered , sub - section ( 2 ) makes them recover able not merely from the person in default , but also from the owner of the plot . Disp utes are likely to arise whether any building or work contra ven es a Town Planning Scheme and , so , provision is made for the same in sub - section ( 3 ) which is as follows :- ""( 3 ) if any question arises as to whether any building or work contra ven es a town planning scheme , or whether any provision of a town planning scheme is not complied with in the erection or carrying out of any such building or work , it shall be referred to the State Government or any officer authorised by the State Government in this behalf and the decision of the State Government or of the officer , as the case may be , shall be final and conclusive and binding on all persons "". It",-0.002351997906046471,-20.69011086994114
"___will , thus , be seen that Section 55 provides a self - contained code by which buildings and works situated in the whole of the area under the Scheme are liable to be removed or pulled down by the local authority if those buildings or works contra ven e the Town Planning Scheme . A proper implementation of the Scheme would undoubtedly entail considerable cost , but provision for the same is made in Chapter VII of the Act , Section 66 of which provides for the recovery of what are commonly known as better ment charges . The costs of the Scheme are to be met wholly or in part by a contribution to be levied by the local authority for each plot included in the Final Scheme calculated in proportion to the increment which is estimated to acc rue in respect of such plot by the Town Planning Officer . The whole scheme of the Act , therefore , and especially S s . 53 to 55 leave no doubt that it is primary duty of the local authority to remove all such buildings and works in the whole of the area which contra ven e the Town Planning",0.0001397734176682254,1.2295621100646654
"Scheme . 10 . The Scheme and the regulations made there under must be read as supplemental to the Act and , when that is down , there is no room for any doubt whatsoever that the local authority is entirely responsible for removing the h uts , sheds , st ables and other temporary structures which contra ven e the Town Planning Scheme . The Scheme gives a statement of works to be constructed under the Scheme which comprises a number of roads and the drainage system . The Scheme then specifies which final plots under the Scheme are reserved for public or municipal purposes . In the section dealing with the regulations controlling the development of the area under the Scheme , the various final plots are mentioned and directions have been given as to how they are to be util ised . Regulation 6 is as follows : -"" No hut or shed whether for residential user or otherwise , or temporary move able shops on wheels or such other temporary structures shall be allowed within the area of the Scheme "". It",0.002799905346198282,24.630273644911483
"___is possible to const rue this regulation as prospective in operation , because Regulation 9 provides that any person contra ven ing any of the afore said regulations or any of the provisions of the Scheme is liable to be prosecuted and fined . As a part of the Scheme , there is a Red ist ribution and Val uation Statement which shows which are the original plots , who were the owners thereof , whether those plots were enc umbered or leased out , who the mortgage es and les se es were , what is the number of the recon st it uted or the final plot allotted to such owners , what contributions have to be made by the owners and what additions or deductions are to be taken into account while deciding the contributions . In the case of some of the final plots , certain rights are given and liabilities imposed and , in suitable cases , compensation also is directed to be paid . And , then , to this Red ist ribution and Val uation Statement eleven Notes are app ended which are important . Note 1 says that all rights of mortg ag ors or mortgage es , if any , existing in the original plots are transferred to their corresponding final plots . Note 2 deals with the rights of less ors and les se es in the original plots . By Note 3 , all rights of passage hitherto existing are extinguished . By Note 4 , agreements in respect of original plots are transferred to the final plots . By Note 5 , the ten ures of all original plots are transferred to the corresponding final plots . Note 6 permits the original plot - owners to remove their det achable material on the plot if they are deprived of the same . They are required to remove their wire - f encing , compound wall , sheds , h uts or other structures . They can do so within three months from the date on which the final Scheme comes into force , the idea being that the final plots must be clean plots for being allotted to another under the Scheme . This permission under Note 6 has given not because the local authority has no power to remove wire - f encing , h uts , sheds , etc .; that power is there as already shown under Section 55 . But this is a concession made in favour of the owner . Since the owner is required to remove himself from this plot , he is permitted to take away whatever material he could easily remove . And , then , Note 11 , to which reference has already been made , provides that all h uts , sheds , st ables and such other temporary structures including those which do not conform to the regulations of the Scheme , are required to be removed within one year from the date the final Scheme comes into force . The Note refers not merely to h uts , sheds , st ables which do not conform to the regulations of the Scheme , but also to all h uts , sheds , st ables and such other temporary structures . Wh oso ever the owner or the occupant of the same might be , he is required to remove the same within one year from the date the Final Scheme comes into force . This is an important regulatory provision which has the effect as if enacted in the Act . If the owner or the occupant of these h uts , sheds and st ables does not remove the same within one year from the date the final Scheme comes into force , he would be contra ven ing the provisions of the Scheme and , there upon , the local authority will have the power under S . 55 ( 1 ) ( a ) to remove or pull down these h uts , sheds , st ables , etc . Note 11 has taken due note of the fact that , if the h uts , sheds , st ables , etc . are demolished , the owners or occupants thereof will become dish oused . Hence , further provision is made that persons thus dish oused will be given preference in the allot ment of land or accommodation in Final Plot No . 16 allotted to the Corporation . In other words , it is implicit in this Note that the Corporation may not hesitate to pull down or remove these h uts and sheds , etc ., because provision is already made for allot ment of land in the Corpor ations Plot . The Note , therefore , indirectly establishes that it is the primary duty of the Corporation as the local authority to remove all offending h uts , sheds , st ables and temporary structures in the whole area under the Scheme and not merely from those areas which are allotted to the Corporation under the Scheme .",-0.008729528608076393,-76.79212395517114
"11 . Our attention was invited by the learned Attorney - General to the Maharashtra Regional and Town Planning Act , 1966 which came into force on 11 th January , 1967 . The Act came into force when the present litigation was pending in the High Court but it does not appear that any reference was made to the provisions of that Act . It is a more comprehensive legislation with regard to development and planning than the Bombay Town Planning Act , 1954 to the provisions of which we have already made a reference . By Section 165 ( 1 ) of the Maharashtra Regional and Town Planning Act , 1966 , the Bombay Town Planning Act , 1954 is repealed ; but , by virtue of sub - section ( 2 ) of Section 165 , all Sc hem es final ised under the Bombay Town Planning Act , 1954 are deemed to have been framed under the corresponding provisions of this Act and the provisions of this Act shall have effect in relation thereto . The more important provisions of the Bombay Town Planning Act , 1954 , to which a reference has been made by us above were S s . 53 , 54 and 55 . The corresponding provisions in the new Act are Sections 88 , 89 and 90 . Section 53 consisted of two Cla uses ( a ) and ( b ). They are the same as the first two Cla uses ( a ) and ( b ) of the corresponding S . 88 . One more Cl .( c ) is added which provides that the planning Authority shall hand over possession of the final plots to the owners to whom they are allotted in the final Scheme . The Planning Authority is the same as the Local Authority under the Bombay Town Planning Act , 1954 - in the present case , the Bombay Municipal Corporation . There was no specific provision in Section 53 directing the local authority to hand over possession of the final plots ; but , in our opinion , that was implicit in the Scheme when the original plots were recon st it uted and the recon st it uted plots were allotted to the owners of the original plots . Clause ( c ) of Section 88 , therefore , merely clar ifies what was implicit in Section 53 of the old Act . Section 54 of the old Act corresponds to sub - section ( 1 ) of Section 89 of the new Act . Sub - section ( 2 ) of Section 89 is a new provision which makes it obligatory upon the Commissioner of Police and the District Mag istrate to assist the Planning Authority in evict ing persons from the final plots whom there is unlawful opposition to the same . Section 55 of the old Act corresponds to Section 90 of the new Act and is practically the same in content . In our opinion , therefore , there is nothing in the new Act which requires us to reconsider the above finding . 12 .",0.005508500967440054,48.45731173931619
"___It is clear , therefore , on a consideration of the provisions of the Bombay Town Planning Act , 1954 and especially the sections of that Act referred to above , that the Corporation is exclusively entrusted with the duty of framing and implementation of the Planning Scheme and , to that end , has been invested with almost pl enary powers . Since development and planning is primarily for the benefit of the public , the Corporation is under an obligation to perform its duty in accordance with the provisions of the Act . It has been long held that , where a statute imposes a duty the performance or non - performance of which is not a matter of discretion , a mand amus may be granted ordering that to be done which the statute requires to be done ( See H als bur ys Laws of England , Third Edition , Vol . II , p . 90 ). 13 . It was , however , contended by the learned Attorney - General that , after all , a writ of mand amus is not a writ of course or a writ of right but is , as a rule , a matter for the discretion of the Court . That is undoubtedly the case . It is pointed out by Lord Hath or ley in Queen v . Church Ward ens of all Saints , W igan , ( 18 75 - 76 ) 1 AC 6 11 that upon a pre rog ative writ there may arise many matters of discretion which may induce the Judges to withhold the grant of it - matters connected with delay , or possibly with the conduct of the parties ; but , as further pointed out by his Lords hip , when the Judges have exercised their discretion in directing that which is in itself lawful to be done , no other Court can question that discretion in so directing , in the present case , the High Court has exercised its discretion in directing the issue of the writ and this Court , in an appeal by special leave , will not ordinarily question that",-0.004540870754048549,-39.94523936684212
