,importance,scaled_importance
"S hel at , J . 1 . This appeal by certificate from the High Court at Allah abad involves the question as to the valuation of a piece of land belonging to the appellant sit uate outside the town Ne ht aur , in District B ij nor , U . P . The land ad measures 6 pu cca b igh as and is gro ve land having in all 123 trees of which a number are mango and n asp ati trees . 2 . The notification under S . 4 of the Land Acquisition Act , 1 of 18 94 was issued On December 22 , 1945 in which it was stated that the land was being acquired for a public purpose , viz ., the construction of a host el , etc ., of S . N . S . M . High School at Ne ht aur . Poss ession of the land was taken from the appellant on July 4 , 1947 . The Collector of B ij nor made his award under S . 11 of the Act fixing Rs 1 , 167 - 4 - 0 as compensation for the trees , Rs . 1 , 050 - 12 - 0 as compensation for the land and adding 15 per cent sol at ium awarded the total sum of Rs . 2 , 218 . A reference was thereafter made under S . 18 at the instance of the appellant to the District Judge , B ij nor . Both the appellant and the Government led oral evidence and also ad du ced evidence of certain specimen of exempl ar sales . Besides the oral evidence the appellant relied on two sale - d eeds , one , dated March 20 , 1926 and another , dated January 5 , 1934 . He also led the evidence of one Sy ed N is ar H aid ar Z aid i , a Deputy Collector who had just retired and who prior to his retirement had written two letters to the appellant , dated October 14 , 1945 and November 20 , 1945 expressing his desire to purchase the land in question with a view to build a residential house for himself so that he could live therein , after his retirement . In these letters he had offered Rs . 18 , 000 but that offer was not accepted by the appellant as he wanted Rs . 24 , 000 as the price of the land . On behalf of the Government also reliance was placed on three specimen sales being Ex hib its A 1 , A 2 and A 3 . The evidence disclosed that the land acquired was distance of about 2 f url ongs from the town Ne ht aur which at that time had a population of about 18 , 000 souls . The land ab uts on the main road from Mor ad abad to B ij nor and is next to the said school . Near by is a fairly large size pond . The evidence of Mur ari Singh one of the witnesses examined by the Government , was that besides the appell ants gro ve there were some other gro ves nearby on the other side of the road , that the town was a growing town in the sense that electricity was available , there was a branch of the Bhar at Bank and there were 5 or 6 mills and a crus her working in the town since the last few years . The mills referred to by the witness obviously must be some small scale industries . The witness , however , stated that only 2 or 4 new houses had been constructed in the town during , the last about 10 years though one more school had been opened in the town about 3 years ago . As against his evidence there was some evidence that some houses were constructed in the gro ve lands nearby . But there was no evidence to show that there was any building activity nearby of any substantial nature or that there was any definite trend of development in the direction of the acquired land . As regards the income from the land there was the evidence of P uss h kar n ath that the fruit trees grown in the land yielded approximately an annual income of Rs . 500 , about 49 mango and n asp ati trees being fruit bearing at that time . It appears that the gro ve had been laid only about two or three years ago . But the evidence of the Village Pat w ari clearly disclosed that the gro ve would yield about Rs . 1 , 000 a year when all the trees started bearing fruits . Besides the income from the trees the land also yielded an income of about Rs . 200 a year by way of sale of Bind pull as . 3 . The District Judge discarded the evidence of specimen sales produced by both the sides as being of no assistance for the reasons stated by him . It is not necessary to examine those reasons as there is no dispute that he was right in rejecting them and the High Court also agreed with him that that evidence was of no help in arriving at the correct valuation . The District Judge , however , was impressed with the evidence of witness Z aid i and accepting the offer conveyed by him as genuine and bona fide held on the basis of that offer that the value of the land could be safely assessed at Rs . 18 , 000 ; and adding to that figure the sol at ium at 15 per cent , he awarded Ru pees 20 , 700 as compensation . He also held that the appellant was entitled to interest under S . 28 but allowed interest at 3 per cent per ann um observing that since the acquisition was for an educational institution , interest at that rate was proper . 4 . Against the said judgment and order the Government filed an appeal before the High Court at Allah abad and the appellant also filed his cross - object ions . As already stated the High Court agreed with the District Judge that the evidence of specimen sales was of no assistance . But regarding the evidence of witness Z aid i it commented as follows : -"" It is not possible for us to say as to whether the approach made by Sy ed N is ar H aid ar Z aid i was a genuine one or not ; but even if we take it to have been a genuine approach there can be no doubt that the price that he was going to offer was a price which he fixed because of the peculiar circumstances in which he was placed , the circumstances having been that he was , upon retirement , des ir ous of going back to his native place and to take up residence there and to build a house outside the populated area . The price which such an exceptional purchaser is going to offer will not afford a true test about the value of the property "". Having thus rejected the evidence of the specimen sales and also the offer evidence of witness Z aid i the High Court fell back on the net annual income from the land which it estimated at Rs . 650 and multiplying it by 20 fixed the value of land at Rs . l . 3 , 000 . Adding to that figure the sol at ium at 15 per cent , the High Court awarded in all Rs . 15 , 000 . As regards interest the High Court rejected the appell ants contention that he was entitled to interest at the rate of 6 per cent per ann um on two grounds : ( 1 ) that the question as to the rate of interest was not specifically raised in his cross - object ions , and ( 2 ) that S . 28 was discretionary and , therefore , the District Judge could fix the rate of interest upt o 6 per cent per ann um and that it was not incumbent upon the Court to award interest at 6 per cent per ann um as contended by the appellant . The appellant has challenged in this appeal the correctness of the judgment and the order of the High Court both on the question of valuation and the rate of interest . 5 . The first contention raised on behalf of the appellant is that the High Courts judgment suffered from an inf irm ity in that it failed to take into account the potential value of the land as a building site in view of the evidence as to the towns recent development . This contention , in our view , has no substance .",-0.7090997186022681,-22.251406667173114
"___Market value on the basis of which compensation is payable under S . 23 of the Act means the price that a willing purchaser would pay to a willing seller for a property having due regard to its existing condition , with all its existing advantages , and its potential possibilities when laid out in its most advantageous manner , excluding any advantage due to the carrying out of the scheme for the purposes for which the property is compuls or ily acquired",0.5582219880387109,6.7275293528658215
". As observed in South Eastern Rail Co . v . London County Council , ( 19 l 5 ) 2 Ch 252 ."" The value to be ascert ained is the price to be paid for the land with all its potential ities , and with all the use made of it by the vendor . De aling with the doctrine of potential value this Court in N . B . J ee jab h oy v . District Collector , Th ana , Civil Appeals Nos . 313 to 315 of 1963 , D /- 30 - 8 - 1965 ( SC ) observed as follows - A vendor willing to sell his land at the market value will take into consideration a particular potential ity or special adapt ability of the land in fixing the price . It is not the fancy or the obsession of the vendor that enters the market value but the objective factor , namely , whether the said potential ity can be turned to account within a reasonably near future ........ ...... The question there fore turns upon the facts of each case . In the context of building potential ity many questions will have to be asked and answered , whether there is pressure on the land for building activity , whether the acquired land is suitable for building purposes , whether the extension of the said activity is towards the land acquired , what is the pace of the progress and how far the said activity has extended and within what time , whether buildings have been put up on lands purchased for building purposes , what is the distance between the built - in - land and the land acquired and similar other questions will have to be answered . It is the overall picture drawn on the said relevant circumstances that aff ords the solution",0.6102549704156757,10.504551935323066
"___It is clear that there is no evidence on record of any building activity of a substantial nature being carried on in the neighbourhood of the acquired land at about the time when the notification was issued in 1945 . There is equally no evidence of any trend of development of the town in the direction of the acquired land . The only evidence was as to the existence of the school near by , of the land ab ut ting on the road and of some houses having been built on the opposite side of the road in some of the gro ve lands . Such evidence however would not constitute all ascertain able trend of development of the town in the direction of the acquired land or of any active building activity nearby . Clearly , therefore , no question of the valuation having to be made on the basis of the potential ity of the land as building site can possibly arise",0.5384942380655109,5.619869219540367
. The contention of Mr . Mis ra in this regard therefore must be rejected . 6 . But the next contention urged by him is a substantial one and requires consideration . He argued that the High Court fell into error in rejecting the evidence of witness Z aid i accepted as reliable by the District Judge and in substit uting that finding by its own estimate of the annual income derived from the land .,0.07399778208565855,0.00027536860250450723
___The evidence of witness Z aid i being the evidence of an offer made by him cannot of course be equ ated in importance with the evidence of proper specimen sales of properties in the neighbourhood . Obviously an offer does not come within the category of sales and purchases but nonetheless if a person who had made an offer himself gives evidence such evidence is relevant in that it is evidence that in his opinion that land was of a certain value . But the evidence that the owner refused an offer so made amounts to this only that in his opinion his land was worth more than the figure of value named or that the offer was for some other reason such that he was not willing to accept,0.9577139620461121,99.99999999999999
". ( cf . Gov t . of Bombay v . Mer wan ji Mun cher ji , ( 19 08 ) 10 Bon n LR 9 07 ). It has also been held that an agreement to sell is a relevant matter and can be used in relation to fixing the value of the acquired land . ( cf . Governor - General in Council v . Gh ias uddin , ( 19 29 ) 30 Pun LR 212 ). There can however be no doubt that apart from Z aid is offer being relevant it was not an offer similar to an offer made by an irresponsible broker as commented in ( 19 08 ) 10 Bom LR 9 07 ( Sup ra ).",-0.20763088000935892,-0.04789394697918454
"___There is nothing also to show that he or the appellant knew that a notification for acquisition was about to be issued or that he coll uded with the appellant to fabric ate e evidence of an offer to enable the appellant to get better compensation . There is not even a faint suggestion in the cross - examination on behalf of the Government that his offer was not genuine or that it was irresponsible . What is more significant is that no suggestion was made in his cross - examination that the offer was excessive or that it was not bona fide or that he had made it wit il out properly considering it or without regard to the situation and the suit ability of the land . There was therefore no justification in the remark made by the High Court that it could not be said whether his offer was genuine or not . The District Judge accepted it as genuine and if the High Court did not agree with his assessment of his evidence it ought to have given reasons for such dis i ag reement . It is impossible thus to treat the evidence of Z aid i either as u acceptable or irrelevant . The second criticism by the High Court of Z aid is evidence that his offer was made in exceptional circumstances and therefore cannot be regarded as one of a willing prospective purchaser is also not correct . At the time when Z aid i made his offer he was about to retire . He wanted to retire in his native place and desired to have a house which would be sit uate outside the town . His offer was for a gro ve - land with plenty of trees some of which wore already bearing fruits and the rest were likely to yield fruit in the near future . The land ab ut ted on the road , was next to the school and some houses had already been built on the other side of the road . In these circumstances it is difficult to appre r ci ate why the High Court thought that the offer was not of a willing prospective buyer . There were other gro ves nearby and Z aid i had therefore an opportunity to select , if he wanted to , there being nothing to show that the owners of the other such land were not willing to sell . Probably he selected this land because it was situated next to the school and ab ut ted on the road . In view of these facts it is difficult to see how the High Court came to , the conclusion that he made the said offer in special circumstances , agreeing to purchase the land under compulsion or stress of circumstances . Since his evidence was not challenged either on the ground that his offer was not bona fide or that he offered to buy under compulsion or under any special circumstances there was no valid reason why the High Court should have refused to accept the appreciation of his evidence by the District Judge and resort to a method of valuation not always adequate , viz ., the annual crop value . Such a method of valuation is not adequate at least for two reasons : ( 1 ) that the owner may not have so far put his property to its best use or in the most lucrative manner and ( 2 ) in a case like the present the gro ve had not yet started giving the maximum yield . Such a method of valuation by ascert aining the annual value of the produce can and should be resorted to only when no other alternative method is available . We are of the view that the District Judge was right in accepting the evidence of Z aid i and in treating his offer as one of a willing prospective purchaser . The valuation made by the District Judge on that evidence rested on a better footing in the circumstances of the case and ought to have been accepted by the High Court",0.20388739622622465,0.04372932807751021
". 7 . On the question of interest , Mr . Mis ra contended that under Section 28 neither the District Judge nor the High Court had any discretion in allowing interest at a rate less than 6 per cent . He argued that this question being purely one of construction and not depending on any finding of fact even though the question was not specifically raised in the appell ants cross - object ions before the High Court the High Court ought to have allowed interest at 6 per cent . Mr . K ark han is , on the other hand , argued that what Section 28 does is to provide for a ceiling of the rate of interest . And even if that is not so , since the Section conf ers discretion on the court to grant or not to grant interest that discretion implied ly means that even where the court grants interest it can do so at any rate upt o 6 per cent . The contention so put forward resolves itself into two questions : ( 1 ) whether in the absence of a specific objection as to interest in the appell ants cross - object ions the High Court ought to have gone into that question and ( 2 ) whether on a proper interpretations of Section 28 the Court has a discretion to grant interest at a rate less than 6 per cent . The first point would not create any difficulty in the way of the appellant because the High Court did in fact go into the question of interest even though it was not specifically taken in the cross - object ions and decided the question on interpretation of Section 28 . Besides , the question is purely one of law and as Lord Watson said in Connecticut Fire Insurance Co . v . K avan agh , ( 18 92 ) AC 4 73 ."" When a question of law is raised for the first time in a court of last resort upon the construction of a document or upon facts either admitted or proved beyond controversy , it is not only competent but exped ient in the interests of justice to entertain the plea ."" Section 28 reads as follows : -"" If the sum which , in the opinion of the Court , the Collector ought to have awarded as compensation , is in excess of the sum which the Collector did award as compensation the award of the Court may direct that the Collector shall pay interest on such excess at the rate of six per cent um per ann um "" etc .,",-0.8732619909023034,-63.02947568359415
"___In its plain language the discretion that is conferred on the Court is whether in the given circumstances of a particular case the court should award interest or not . The words "" may direct "" mean that it is discretionary on the part of the court to grant or refuse to grant interest . But the words following those words , viz ., "" the Collector shall pay interest on such excess at the rate of six per cent um per ann um "" would mean that once the discretion to grant interest is exercised there is no further discretion and the interest if awarded has to be at the rate of six percent um per ann um . This also appears to be the construction of S . 28 so far understood . It is because the Section leaves no discretion as regards the rate of interest that the Central Pro vin ces Act XV II of 1939 by S . 2 provides that the rate of interest shall be at a rate which shall be not less than 3 per cent per ann um and not more than 6 per cent per ann um in place of the words "" at the rate of six per cent um per ann um "" in Section 28 . Some of the other State legislatures such as Mad ras , Gujarat , Maharashtra and Punjab have instead of using the above mentioned phrase ology substituted 6 per cent in S . 28 by 4 per cent per ann um "". The result of these amendments is that whereas in the case of the Central Pro vin ces ( now Mad hya Pradesh ) the Court has a discretion to grant interest at anything between three to six percent , in the case of the other States the court has to award interest at the rate of 4 per cent . We are told that no such amendment has been carried out in U . P . The consequence is that Section 28 as it stands must apply and therefore where the court exercises its discretion and grants interest the interest has to be at the rate of 6 per cent . The construction which we are inclined to place on Section 28 is to a certain extent supported by the same expression used in Section 34 which also deals with interest and which provides that when the amount of compensation is neither paid nor deposited before taking possession of the acquired land "" the Collector shall pay the amount awarded with interest there on at the rate of six per cent um per ann um "" etc . It is a well settled rule of construction that where the legislature uses the same expression in the same statute at two places or more than the same interpretation should be given to that expression unless the context requires otherwise . That being so , there is nothing wrong in permitting the appellant to raise the point as to the rate of interest as that question depends only upon the construction of Section 28 . In the view that we have taken as to the interpretation of Section 28 Mr . Mish ra must also succeed on this question .",-0.1802851001853225,-0.023638509204225593
